ID	Name	DisplayName	Perform	Broadcast	MaxLootRange	bCanPK	bCanDuel	Type	MaxCopyCount	FarmerMaxCopyCount	MinPlayerCount	MaxPlayerCount	MaxFullLevelPlayerCount	MaxFarmerCount	KeepTime	ManualReset	RefreshCycle	RefreshOffset	MapDrop	ReviveInSitu	UseLastEntry	LimitTimes	BanSkillMask	BattleRelationMask	RevieCycle	AllScenePlayerInFight	ResourcePath	LoginIntervalTime	PreQueuePlayerCount	DoNotGoThroughRoof	QuestCountAchID	CampType	FightList	NeedCampBuff	MaxMapLevel	bCanTongWar	CanJoinBattleField	BanUseItemMask	CanJoinArena	IsArenaMap	NewCampFight	CanJoinTongBattlefield	MapCostThew	InvalidBuffMask	SingleMap	BanChangeTalent	CanSprint	DisableChangeEquip	DisableTalk	QueueForSwitchWhenFull	CampQueue	MaxNeutralPlayerCount	MaxGoodPlayerCount	MaxEvilPlayerCount	InvalidEnchantMask	ForceCheckProgress	IsTongWarMap	MaxCastleVIPPlayerCount	CanJoinCastleVIPQueue	BanTradeItemMask	CanTradeMoney	BanEquipItemMask	CanExistItemMask	IsBattlefield	IsDungeonRoleProgressMap	MapCostVigor
224	英雄天泣林	英雄天泣林	100	3	4	0	0	1	1024		1	5			3	0	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄天泣林\英雄天泣林.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
225	英雄微山书院	英雄微山书院	100	3	4	0	0	1	1024		1	5			3	0	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄微山书院\英雄微山书院.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
227	英雄阴山圣泉	英雄阴山圣泉	100	3	4	0	0	1	1024		1	5			3	0	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄阴山圣泉\英雄阴山圣泉.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
228	英雄梵空禅院	英雄梵空禅院	100	3	4	0	0	1	1024		1	5			3	0	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄梵空禅院\英雄梵空禅院.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
229	英雄引仙水榭	英雄引仙水榭	100	3	4	0	0	1	1024		1	5			3	0	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄引仙水榭\英雄引仙水榭.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
230	英雄永王行宫_花月别院	英雄永王行宫_花月别院	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄永王行宫_花月别院\英雄永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
231	英雄永王行宫_仙侣庭园	英雄永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄永王行宫_仙侣庭园\英雄永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
232	帮会永王行宫_仙侣庭园	试炼永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会永王行宫_仙侣庭园\帮会永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
233	帮会永王行宫_花月别院	试炼永王行宫_花月别院	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会永王行宫_花月别院\帮会永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
234	10人挑战永王行宫_仙侣庭园	10人挑战永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	10			10	1	4320	420		0	1	0	128	0	0	0	data\source\maps\10人挑战永王行宫_仙侣庭园\10人挑战永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
235	10人挑战永王行宫_花月别院	10人挑战永王行宫_花月别院	100	3	6	0	0	1	256		1	10			10	1	4320	420		0	1	0	128	0	0	0	data\source\maps\10人挑战永王行宫_花月别院\10人挑战永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
236	25人挑战永王行宫_仙侣庭园	25人挑战永王行宫_仙侣庭园	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人挑战永王行宫_仙侣庭园\25人挑战永王行宫_仙侣庭园.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
237	25人挑战永王行宫_花月别院	25人挑战永王行宫_花月别院	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人挑战永王行宫_花月别院\25人挑战永王行宫_花月别院.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
238	青竹书院	青竹书院	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\青竹书院\青竹书院.jsonmap	0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0		0				2	0	1	0			
239	洛阳城北	洛阳城	100	1	2	1	1	0	1		1	1100	1000	50	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\洛阳城北\洛阳城北.jsonmap	0	0	0	5629	4	0	0	0	1	0	0	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
240	上阳宫_观风殿	上阳宫_观风殿	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\上阳宫_观风殿\上阳宫_观风殿.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
241	上阳宫_双曜亭	上阳宫_双曜亭	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\上阳宫_双曜亭\上阳宫_双曜亭.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
242	白帝水宫	白帝水宫	100	3	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\白帝水宫\白帝水宫.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
243	霸刀山庄	霸刀山庄	100	2	2	0	1	0	1		1	1800	1500	100	10	0	0	0	20	1	0	0	0	0	0	0	data\source\maps\霸刀山庄\霸刀山庄.jsonmap	0	0	0	5481	1	0	0	0	0	0	0	0	0	0	0		131	0	0	1			1	0	0	0	0	2					1	1	1	0			50
244	挑战白帝水宫	挑战白帝水宫	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战白帝水宫\挑战白帝水宫.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			
245	大梦迷境	大梦迷境	100	1	2	0	0	1	1024		1	1			5	0	0	0		1	0	0	131	0	0	0	data\source\maps\大梦迷境\大梦迷境.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0			
246	星海幻景	星海幻景	100	1	2	0	0	1	1024		1	5			10	0	0	0		1	0	0	128	0	0	0	data\source\maps\星海幻景\星海幻景.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0			
247	梦回稻香	梦回稻香	100	1	2	0	0	1	1024		1	1			5	0	0	0		1	0	0	0	0	0	0	data\source\maps\梦回稻香\梦回稻香.jsonmap	0	0	0		1	0	0	0	0	0	0	0	0	0	0		32	1	0	1			1	0	0	0	0	1	0				1	1	1	0			
248	英雄上阳宫_观风殿	英雄上阳宫_观风殿	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄上阳宫_观风殿\英雄上阳宫_观风殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
249	英雄上阳宫_双曜亭	英雄上阳宫_双曜亭	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄上阳宫_双曜亭\英雄上阳宫_双曜亭.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
250	帮会上阳宫_观风殿	试炼上阳宫_观风殿	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	131	0	0	0	data\source\maps\帮会上阳宫_观风殿\帮会上阳宫_观风殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
251	帮会上阳宫_双曜亭	试炼上阳宫_双曜亭	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	131	0	0	0	data\source\maps\帮会上阳宫_双曜亭\帮会上阳宫_双曜亭.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
256	夕颜阁	夕颜阁	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	131	0	0	0	data\source\maps\夕颜阁\夕颜阁.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			50
257	英雄夕颜阁	英雄夕颜阁	100	3	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄夕颜阁\英雄夕颜阁.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
258	素月清秋	素月清秋	100	1	2	0	0	1	1024		1	5			10	0	0	0		1	0	0	128	0	0	0	data\source\maps\素月清秋\素月清秋.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0			
259	竞技大师_华山之巅	竞技大师_华山之巅	100	16	2	0	1	0	1		1	200			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\竞技大师_华山之巅\竞技大师_华山之巅.jsonmap	0	0	0		1	0	0		1	1	0	1	0	1	1		0	0	0	0			1	0	0	0	0	2	0				1	1	1	0			
260	挑战夕颜阁	挑战夕颜阁	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战夕颜阁\挑战夕颜阁.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			
261	天街灯市	天街灯市	100	1	2	0	0	1	1024		1	5			10	0	0	0		1	0	0	128	0	0	0	data\source\maps\天街灯市\天街灯市.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0			
262	刀轮海厅	刀轮海厅	100	3	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\刀轮海厅\刀轮海厅.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
263	风雷刀谷_锻刀厅	风雷刀谷_锻刀厅	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\风雷刀谷_锻刀厅\风雷刀谷_锻刀厅.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
264	风雷刀谷_千雷殿	风雷刀谷_千雷殿	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\风雷刀谷_千雷殿\风雷刀谷_千雷殿.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
265	春节天街灯市	天街灯市·春节·福	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0				1	1	1	0			
266	春节天街灯市	天街灯市·春节·禄	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0				1	1	1	0			
267	春节天街灯市	天街灯市·春节·寿	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0				1	1	1	0			
268	春节天街灯市	天街灯市·春节·祥	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0				1	1	1	0			
269	春节天街灯市	天街灯市·春节·禧	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0				1	1	1	0			
270	英雄风雷刀谷_千雷殿	英雄风雷刀谷_千雷殿	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄风雷刀谷_千雷殿\英雄风雷刀谷_千雷殿.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
271	英雄风雷刀谷_锻刀厅	英雄风雷刀谷_锻刀厅	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄风雷刀谷_锻刀厅\英雄风雷刀谷_锻刀厅.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
272	帮会风雷刀谷_千雷殿	帮会风雷刀谷_千雷殿	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	131	0	0	0	data\source\maps\帮会风雷刀谷_千雷殿\帮会风雷刀谷_千雷殿.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
273	帮会风雷刀谷_锻刀厅	帮会风雷刀谷_锻刀厅	100	3	6	0	0	1	256		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会风雷刀谷_锻刀厅\帮会风雷刀谷_锻刀厅.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
274	春节天街灯市	天街灯市	100	1	2	0	0	1	1024		1	5			10	0	0	0		1	0	0	128	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0				1	1	1	0			
275	挑战刀轮海厅	挑战刀轮海厅	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战刀轮海厅\挑战刀轮海厅.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			
276	拭剑园	拭剑园	100	5	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.jsonmap	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
277	拭剑台	拭剑台	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\拭剑台\拭剑台.jsonmap	0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0		0				2	0	1	0			
278	拭剑园	拭剑园	100	1	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.jsonmap	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
279	拭剑园	拭剑园	100	1	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.jsonmap	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
280	拭剑园	拭剑园	100	1	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.jsonmap	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
281	拭剑园	拭剑园	100	1	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.jsonmap	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
282	1024	1024	100	2	4	1	1	0	1		1	1600			10	1	0	0		1	1	5	0	0	0	0	data\source\maps\1024\1024.jsonmap	0	0	0		5	0	0		0	0	0	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
283	狼牙堡_战兽山	狼牙堡_战兽山	100	3	6	0	0	1	512		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\狼牙堡_战兽山\狼牙堡_战兽山.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
284	狼牙堡_燕然峰	狼牙堡_燕然峰	100	3	6	0	0	1	512		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\狼牙堡_燕然峰\狼牙堡_燕然峰.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
285	银雾湖	银雾湖	100	3	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\银雾湖\银雾湖.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120
286	英雄狼牙堡_战兽山	英雄狼牙堡_战兽山	100	3	6	0	0	1	512		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄狼牙堡_战兽山\英雄狼牙堡_战兽山.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					2	1				1	1	1	0			
287	英雄狼牙堡_燕然峰	英雄狼牙堡_燕然峰	100	3	6	0	0	1	512		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄狼牙堡_燕然峰\英雄狼牙堡_燕然峰.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					2	1				1	1	1	0			
288	帮会狼牙堡_战兽山	帮会狼牙堡_战兽山	100	3	6	0	0	1	512		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会狼牙堡_战兽山\帮会狼牙堡_战兽山.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
289	帮会狼牙堡_燕然峰	帮会狼牙堡_燕然峰	100	3	6	0	0	1	512		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会狼牙堡_燕然峰\帮会狼牙堡_燕然峰.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0			
290	挑战银雾湖	挑战银雾湖	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战银雾湖\挑战银雾湖.jsonmap	0	0	1		1	1	0	0	0	0	0	0	0	0	0		131	0	0	0								1	1				1	1	1	0			
291	稻香秘事	稻香秘事	100	3	4	0	0	1	4096		1	5			1	1	1440	420		0	1	0	131	0	0	0	data\source\maps\稻香秘事\稻香秘事.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0				1	0	0	0	0	1	1				1	1	1	0			
292	英雄稻香秘事	英雄稻香秘事	100	3	4	0	0	1	1024		1	5			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄稻香秘事\英雄稻香秘事.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0				1	0	0	0	0	1	1				1	1	1	0			120
293	拭剑园战场	拭剑园战场	100	2	4	0	0	1	4096		1	1			1	1	1440	420		0	1	0	16	0	0	0	data\source\maps\拭剑园战场\拭剑园战场.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		16	0	0	1			1	0	0	0	0	1	1				1	1	1	0			65
294	1024_商城默认	1024_商城默认	100	2	4	1	1	0	1		1	1200			10	1	0	0		1	1	5	0	0	0	0	data\source\maps\1024_商城默认\1024_商城默认.jsonmap	0	0	0		5	0	0		0	0	0	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
295	挑战稻香秘事	挑战稻香秘事	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战稻香秘事\挑战稻香秘事.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0				1	0	0	0	0	1	1				1	1	1	0			
296	龙门寻宝	龙门绝境	100	4	5	0	0	2	512		1	108			2	0	0	0		0	1	0	512	2	160	0	data\source\maps\龙门寻宝\龙门寻宝.jsonmap	0	0	0		5	0	0		0	0	4	0	0	0	0		8	0	1	1			1	0	0	0	0	2	0				4	0	2	1	1		
297	龙门寻宝_夜晚	龙门绝境·夜	100	4	5	0	0	2	512		1	108			2	0	0	0		0	1	0	512	2	160	0	data\source\maps\龙门寻宝_夜晚\龙门寻宝_夜晚.jsonmap	0	0	0		5	0	0		0	0	4	0	0	0	0		8	0	1	1			1	0	0	0	0	2	0				4	0	2	1	1		
298	狼牙堡_辉天堑	狼牙堡·辉天堑	100	3	6	0	0	1	512		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\狼牙堡_辉天堑\狼牙堡_辉天堑.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	240
299	狼牙堡_狼神殿	狼牙堡_狼神殿	100	3	6	0	0	1	512		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\狼牙堡_狼神殿\狼牙堡_狼神殿.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	240
300	英雄狼牙堡_辉天堑	英雄狼牙堡·辉天堑	100	3	6	0	0	1	512		1	25			10	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄狼牙堡_辉天堑\英雄狼牙堡_辉天堑.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					2	1				1	1	1	0		1	
301	英雄狼牙堡_狼神殿	英雄狼牙堡·狼神殿	100	3	6	0	0	1	512		1	25			10	1	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄狼牙堡_狼神殿\英雄狼牙堡_狼神殿.jsonmap	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					2	1				1	1	1	0		1	
302	云梦幽泽	云梦幽泽	100	2	2	0	1	0	1		1	1200	1000		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\云梦幽泽\云梦幽泽.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0			
303	历战_空雾峰	历战_空雾峰	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_空雾峰\历战_空雾峰.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
304	历战_天子峰	历战_天子峰	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_天子峰\历战_天子峰.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
305	历战_寂灭厅	历战_寂灭厅	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_寂灭厅\历战_寂灭厅.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
306	历战_毒神殿	历战_毒神殿	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_毒神殿\历战_毒神殿.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
307	历战_荻花圣殿	历战_荻花圣殿	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_荻花圣殿\历战_荻花圣殿.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
308	历战_风雷刀谷	历战_风雷刀谷	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_风雷刀谷\历战_风雷刀谷.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
309	历战_风雨稻香村	历战_风雨稻香村	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_风雨稻香村\历战_风雨稻香村.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
310	历战_灵霄峡	历战_灵霄峡	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_灵霄峡\历战_灵霄峡.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
311	历战_南诏皇宫	历战_南诏皇宫	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_南诏皇宫\历战_南诏皇宫.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
312	历战_日轮山城	历战_日轮山城	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_日轮山城\历战_日轮山城.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
313	历战_天地三才阵	历战_天地三才阵	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_天地三才阵\历战_天地三才阵.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
314	历战_无盐岛	历战_无盐岛	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_无盐岛\历战_无盐岛.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
315	历战_英雄风雨稻香村	历战_英雄风雨稻香村	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_英雄风雨稻香村\历战_英雄风雨稻香村.jsonmap	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50
